orbit_id,targetname,mjd_utc,observatory_code,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
00000,594913 'Aylo'chaxnim (2020 AV2),59007.99919925076,X05,2020-Jun-07 23:58:50.815,2459008.499199248,16.21,0.15,,m,68.026349327,26.758477551,68.329889519,26.799066287,197.0481,44.23213,282.951050703,-35.643568844,-265.8,-756.94,-27426.9,14160.044,299.357,12.3863820272,999.0,,16.973,,98.49503,,30488.65,*,,,,,,115.87,0.0,,,58.527112,12.595114,0.614131608136,-5.1312824,1.59962184096215,-1.5882482,13.30364918,35.943052,65.1017596,8.4691,/L,14.0887,143.5,93.5958,157.2159,295.764,253.977,9.23749,Tau,69.184733,70.6849293,4.8038448,,,172.100972,-14.400296,19.2798344784,0.000354,0.47,0.105,0.471,0.104,-1.857,0.1538609,0.482,208.0296,0.0002384,2.2,7.98,0.001388,225.5696,7.831056059,14.0933,64.5273,8.7439
00000,594913 'Aylo'chaxnim (2020 AV2),59008.0200325841,X05,2020-Jun-08 00:28:50.815,2459008.520032584,16.21,0.15,,m,68.057000083,26.764674013,68.360557032,26.805206303,197.2187,44.21662,280.228527593,-41.983361454,-243.59,-764.33,-27396.58,14175.902,299.408,12.8877511113,999.0,,16.972,,98.49664,,30469.13,*,,,,,,115.93,0.0,,,58.567448,12.601862,0.614069845803,-5.1347875,1.59960255458934,-1.6184149,13.30348878,35.947094,65.1542385,8.4636,/L,14.0811,143.3,93.4776,157.229,295.818,253.998,9.23888,Tau,69.184732,70.7130067,4.8058861,,,172.114692,-14.375592,19.779761326,0.000354,0.47,0.105,0.471,0.104,-1.874,0.153896,0.482,207.9342,0.0002384,2.2,7.98,0.001387,225.6095,8.330380642,14.0857,64.5615,8.7482
00000,594913 'Aylo'chaxnim (2020 AV2),59008.040865917435,X05,2020-Jun-08 00:58:50.815,2459008.540865917,16.21,0.15,,m,68.087678125,26.770868932,68.391252665,26.811344229,197.3771,44.20894,277.462407738,-48.377799911,-224.61,-770.07,-27366.29,14191.742,299.459,13.3891201208,999.0,,16.972,,98.49825,,30449.66,*,,,,,,115.98,0.0,,,58.607794,12.608605,0.614008041308,-5.1382908,1.59958287471502,-1.6535802,13.30332511,35.9511392,65.2035752,8.4582,/L,14.0735,143.0,93.3643,157.2422,295.873,254.019,9.24026,Tau,69.184732,70.7411068,4.8079275,,,172.128422,-14.350869,20.2796857222,0.000354,0.47,0.105,0.47,0.104,-1.891,0.1539317,0.482,207.8391,0.0002384,2.2,7.98,0.001387,225.6495,8.829703276,14.0781,64.5957,8.7526
00000,594913 'Aylo'chaxnim (2020 AV2),59009.99919925136,X05,2020-Jun-09 23:58:50.815,2459010.499199251,16.21,0.15,,,70.98910684,27.325329463,71.29506338,27.360640554,200.0493,38.93101,283.959536283,-34.994528536,-262.81,-753.66,-24424.28,15595.643,304.53,12.5178057458,999.0,,16.921,,98.64693,,28623.69,*,,,,,,121.38,0.0,,,62.447324,13.220618,0.608013328112,-5.4592405,1.5970891035166,-2.1625219,13.28258505,36.3452222,65.6104751,7.951,/L,13.3553,120.3,79.6713,158.4796,301.27,256.031,9.35916,Tau,69.184681,73.3870301,4.9963662,,,173.40676,-12.019408,19.2733352568,0.000354,0.462,0.113,0.463,0.11,-3.464,0.1594454,0.476,199.8258,0.0002398,2.22,8.06,0.001333,229.4416,7.76480152,13.3597,67.8379,9.1456
00000,594913 'Aylo'chaxnim (2020 AV2),59010.0200325847,X05,2020-Jun-10 00:28:50.815,2459010.520032585,16.21,0.15,,,71.020383399,27.330791577,71.326353717,27.366044099,200.2213,38.91153,281.302143524,-41.308964951,-238.97,-761.52,-24392.16,15609.859,304.587,13.0191747258,999.0,,16.921,,98.64844,,28604.62,*,,,,,,121.44,0.0,,,62.488683,13.226887,0.60794762067,-5.4625618,1.59706291143599,-2.1920034,13.28236721,36.3495609,65.6635077,7.9457,/L,13.3479,120.0,79.4629,158.4925,301.331,256.053,9.36048,Tau,69.18468,73.4153901,4.9981699,,,173.420468,-11.994476,19.773259127,0.000354,0.462,0.113,0.463,0.11,-3.481,0.1595238,0.476,199.7526,0.0002398,2.22,8.05,0.001333,229.4823,8.264084478,13.3522,67.8727,9.1496
00000,594913 'Aylo'chaxnim (2020 AV2),59010.04086591804,X05,2020-Jun-10 00:58:50.815,2459010.540865918,16.21,0.15,,,71.051687512,27.336251614,71.357672421,27.371445004,200.3816,38.90013,278.63451494,-47.681997284,-217.95,-767.75,-24360.07,15624.056,304.644,13.5205437055,999.0,,16.92,,98.64993,,28585.6,*,,,,,,121.5,0.0,,,62.530053,13.233151,0.60788187327,-5.4658811,1.59703633390231,-2.2265177,13.28214618,36.3539026,65.7134587,7.9404,/L,13.3404,119.7,79.2616,158.5054,301.391,256.074,9.3618,Tau,69.18468,73.4437732,4.9999738,,,173.434185,-11.969523,20.2731806202,0.000354,0.462,0.113,0.463,0.11,-3.498,0.1596027,0.476,199.6798,0.0002399,2.22,8.05,0.001332,229.5231,8.763365544,13.3448,67.9076,9.1535
00000,594913 'Aylo'chaxnim (2020 AV2),59011.99919925197,X05,2020-Jun-11 23:58:50.815,2459012.499199252,16.21,0.15,,,74.011487305,27.819546248,74.319565779,27.849371387,203.0242,33.27614,284.894251714,-34.274502414,-261.14,-750.42,-21249.36,16866.088,310.304,12.6492262622,999.0,,16.868,,98.78689,,26816.25,*,,,,,,127.53,0.0,,,66.469488,13.797319,0.601526856601,-5.7683504,1.59388345028172,-2.7512495,13.25592444,36.775572,66.1205974,7.449,/L,12.6429,98.5,61.7801,159.7097,307.416,258.154,9.4745,Tau,69.184628,76.116831,5.1653329,,,174.714229,-9.616813,19.266575687,0.000354,0.453,0.124,0.455,0.118,-5.096,0.1686889,0.47,193.9355,0.0002416,2.24,8.15,0.001294,233.3948,7.694588544,12.6469,71.2113,9.5108
00000,594913 'Aylo'chaxnim (2020 AV2),59012.02003258531,X05,2020-Jun-12 00:28:50.815,2459012.520032585,16.21,0.15,,,74.043373901,27.82422473,74.351462743,27.853989163,203.1977,33.25244,282.287948669,-40.563656857,-235.89,-758.69,-21215.46,16878.493,310.368,13.1505952111,999.0,,16.867,,98.78826,,26797.96,*,,,,,,127.6,0.0,,,66.511949,13.803048,0.601457430966,-5.7714621,1.59385017850515,-2.7800504,13.25564773,36.7802008,66.1741034,7.4439,/L,12.6357,98.2,61.5187,159.7221,307.484,258.177,9.47575,Tau,69.184628,76.1454829,5.1668826,,,174.727983,-9.591658,19.7664971043,0.000354,0.453,0.124,0.455,0.118,-5.113,0.1687998,0.47,193.8882,0.0002416,2.24,8.15,0.001293,233.4364,8.193831028,12.6398,71.2468,9.5143
00000,594913 'Aylo'chaxnim (2020 AV2),59012.04086591865,X05,2020-Jun-12 00:58:50.815,2459012.540865919,16.21,0.15,,,74.075288237,27.828900565,74.383388236,27.858603713,203.3595,33.23706,279.699760788,-46.914955107,-213.13,-765.36,-21181.59,16890.876,310.432,13.6519641601,999.0,,16.866,,98.78962,,26779.71,*,,,,,,127.66,0.0,,,66.554422,13.808771,0.601387967897,-5.7745715,1.59381652924569,-2.8139227,13.25536788,36.7848326,66.2245916,7.4388,/L,12.6286,97.9,61.2635,159.7345,307.552,258.199,9.47701,Tau,69.184627,76.1741582,5.1684327,,,174.741745,-9.566483,20.2664161461,0.000354,0.453,0.125,0.455,0.118,-5.13,0.168911,0.47,193.8413,0.0002416,2.24,8.15,0.001293,233.478,8.693071611,12.6326,71.2824,9.5179
00000,594913 'Aylo'chaxnim (2020 AV2),59013.99919925258,X05,2020-Jun-13 23:58:50.815,2459014.499199253,16.21,0.15,,,77.091587509,28.236361663,77.40146818,28.260495396,205.9415,27.26467,285.750970116,-33.484697608,-260.8,-747.26,-17905.11,17954.974,316.797,12.7806445304,999.0,,16.812,,98.91265,,25102.14,*,,,,,,134.43,0.0,,,70.601164,14.31901,0.59469544785,-6.0559957,1.58998606000927,-3.3576698,13.22351084,37.2333951,66.6288289,6.9728,/L,11.9672,77.7,42.8918,160.881,314.318,260.345,9.58361,Tau,69.184575,78.8751722,5.3091342,,,176.028931,-7.193136,19.2596013326,0.000354,0.444,0.138,0.447,0.129,-6.734,0.1805343,0.465,190.7073,0.0002438,2.27,8.26,0.001272,237.4365,7.620546652,11.9709,74.6516,9.8358
00000,594913 'Aylo'chaxnim (2020 AV2),59014.020032585926,X05,2020-Jun-14 00:28:50.815,2459014.520032586,16.21,0.15,,,77.124059575,28.240206801,77.433947073,28.264277799,206.116,27.23654,283.181717673,-39.749217701,-234.36,-755.94,-17869.49,17965.396,316.869,13.2820134651,999.0,,16.812,,98.91386,,25085.06,*,,,,,,134.51,0.0,,,70.644805,14.324131,0.594622562448,-6.0588691,1.58994549556691,-3.3857967,13.22317347,37.2383057,66.6827236,6.9681,/L,11.9606,77.4,42.6206,160.8926,314.395,260.368,9.5848,Tau,69.184574,78.9041241,5.310413,,,176.042788,-7.167766,19.7595207976,0.000354,0.444,0.138,0.447,0.129,-6.751,0.1806668,0.465,190.6894,0.0002438,2.27,8.26,0.001272,237.4791,8.119750327,11.9642,74.6879,9.839
00000,594913 'Aylo'chaxnim (2020 AV2),59014.04086591926,X05,2020-Jun-14 00:58:50.815,2459014.540865919,16.21,0.15,,,77.156559478,28.244048691,77.466454569,28.268056364,206.2792,27.21696,280.654101057,-46.079137308,-210.14,-762.99,-17833.88,17975.794,316.94,13.7833823994,999.0,,16.811,,98.91506,,25068.02,*,,,,,,134.58,0.0,,,70.688458,14.329245,0.594549642481,-6.0617398,1.58990456150603,-3.419038,13.22283303,37.2432192,66.7336686,6.9633,/L,11.9539,77.1,42.3525,160.9042,314.471,260.391,9.58599,Tau,69.184574,78.9330996,5.3116922,,,176.056654,-7.142374,20.2594378887,0.000354,0.444,0.138,0.447,0.129,-6.768,0.1807996,0.465,190.6719,0.0002438,2.27,8.26,0.001272,237.5217,8.618952095,11.9576,74.7241,9.8421
00000,594913 'Aylo'chaxnim (2020 AV2),59015.9991992532,X05,2020-Jun-15 23:58:50.815,2459016.499199253,16.21,0.15,,,80.226639824,28.57099788,80.537995669,28.589249717,208.7675,20.89857,286.525944369,-32.626585931,-261.78,-744.25,-14396.86,18845.748,324.133,12.9120624248,999.0,,16.756,,99.02136,,23529.96,*,,,,,,142.21,0.0,,,74.849733,14.778829,0.587545543608,-6.3192702,1.58537429687638,-3.9851638,13.18515597,37.7177974,67.1315736,6.5361,/L,11.3515,57.2,25.2441,161.958,322.1,262.598,9.68663,Tau,69.184521,81.6627663,5.4261079,,,177.356506,-4.749163,19.2524619929,0.000354,0.435,0.153,0.439,0.141,-8.353,0.1940096,0.461,190.4493,0.0002465,2.31,8.4,0.001271,241.5744,7.542862714,11.3547,78.1627,10.1169
00000,594913 'Aylo'chaxnim (2020 AV2),59016.020032586544,X05,2020-Jun-16 00:28:50.815,2459016.520032587,16.21,0.15,,,80.259663585,28.573960206,80.571022679,28.592147508,208.9429,20.86585,283.979942534,-38.867661226,-234.37,-753.31,-14359.57,18854.014,324.215,13.4134313671,999.0,,16.756,,99.02238,,23514.67,*,,,,,,142.3,0.0,,,74.894629,14.783267,0.58746949185,-6.3218733,1.58532618608743,-4.0126272,13.18475585,37.7229794,67.1857664,6.5319,/L,11.3456,56.9,25.005,161.9684,322.186,262.622,9.68775,Tau,69.184521,81.6920247,5.4270982,,,177.370526,-4.723587,19.7523800473,0.000354,0.434,0.153,0.439,0.141,-8.37,0.1941545,0.461,190.4637,0.0002465,2.31,8.4,0.001271,241.6181,8.042029855,11.3488,78.1997,10.1196
00000,594913 'Aylo'chaxnim (2020 AV2),59016.04086591988,X05,2020-Jun-16 00:58:50.815,2459016.54086592,16.21,0.15,,,80.292715187,28.576918662,80.60407827,28.595040829,209.1073,20.84192,281.494554894,-45.177187555,-208.98,-760.72,-14322.3,18862.255,324.296,13.9148003092,999.0,,16.755,,99.02338,,23499.42,*,,,,,,142.39,0.0,,,74.939539,14.787698,0.587393408781,-6.3244735,1.58527771339378,-4.0452521,13.18435271,37.7281641,67.2370824,6.5276,/L,11.3397,56.6,24.7657,161.9788,322.272,262.645,9.68888,Tau,69.18452,81.7213071,5.428089,,,177.384555,-4.697989,20.2522957308,0.000354,0.434,0.153,0.439,0.141,-8.386,0.1942996,0.461,190.4784,0.0002465,2.31,8.4,0.001271,241.6617,8.541195091,11.3429,78.2367,10.1222
00000,594913 'Aylo'chaxnim (2020 AV2),59017.99919925383,X05,2020-Jun-17 23:58:50.816,2459018.499199254,16.21,0.15,,,83.412979319,28.818734194,83.725478012,28.830939469,211.4675,14.1853,287.21591497,-31.70189093,-264.08,-741.45,-10732.38,19521.937,332.426,13.0434820156,999.0,,16.701,,99.10945,,22163.5,*,,,,,,150.98,0.0,,,79.222275,15.169243,0.580107120084,-6.5549573,1.58002149986343,-4.6373103,13.14063812,38.2276554,67.6247617,6.1565,/L,10.8275,36.5,10.8553,162.8922,330.869,264.909,9.78372,Aur,69.184467,84.4801661,5.5145459,,,178.702756,-2.285886,19.2452113088,0.000354,0.425,0.169,0.431,0.154,-9.92,0.2083266,0.457,193.3882,0.0002497,2.36,8.56,0.00129,245.8165,7.461783482,10.83,81.7483,10.3499
00000,594913 'Aylo'chaxnim (2020 AV2),59018.02003258717,X05,2020-Jun-18 00:28:50.816,2459018.520032587,16.21,0.15,,,83.446511537,28.820765247,83.759009821,28.832904523,211.6433,14.14792,284.679814877,-37.921209943,-235.88,-750.88,-10693.52,19527.878,332.517,13.5448509844,999.0,,16.7,,99.11023,,22150.74,*,,,,,,151.08,0.0,,,79.268498,15.172916,0.580028234106,-6.557255,1.5799655459599,-4.6641239,13.14017276,38.2330958,67.6791537,6.153,/L,10.8227,36.2,10.6865,162.9008,330.966,264.934,9.78478,Aur,69.184467,84.5097358,5.5152299,,,178.717,-2.260115,19.7451285314,0.000354,0.425,0.169,0.43,0.154,-9.936,0.2084768,0.457,193.4366,0.0002497,2.36,8.56,0.00129,245.8612,7.960916996,10.8252,81.7861,10.352
00000,594913 'Aylo'chaxnim (2020 AV2),59018.040865920506,X05,2020-Jun-18 00:58:50.816,2459018.54086592,16.21,0.15,,,83.480071499,28.822791795,83.792570086,28.834864465,211.8087,14.11954,282.219131909,-44.211891948,-209.59,-758.62,-10654.68,19533.79,332.609,14.0462199532,999.0,,16.7,,99.111,,22138.02,*,,,,,,151.18,0.0,,,79.314736,15.176581,0.579949320494,-6.5595493,1.57990923767181,-4.6961509,13.13970446,38.2385387,67.7307481,6.1494,/L,10.818,35.9,10.5156,162.9094,331.063,264.958,9.78584,Aur,69.184466,84.5393296,5.5159145,,,178.731255,-2.234323,20.2450433867,0.000354,0.425,0.169,0.43,0.154,-9.951,0.208627,0.457,193.4854,0.0002497,2.35,8.56,0.001291,245.906,8.460048614,10.8205,81.8239,10.3541
00000,594913 'Aylo'chaxnim (2020 AV2),59019.99919925445,X05,2020-Jun-19 23:58:50.816,2459020.499199254,16.21,0.15,,,86.646027801,28.974984016,86.95932142,28.981013379,214.005,7.138432,287.818105494,-30.712575633,-267.64,-738.91,-6922.06,19967.416,341.728,13.1749045453,999.0,,16.648,,99.17253,,21082.01,*,,,,,,160.79,0.0,,,83.72542,15.48205,0.572414056138,-6.7595144,1.57389679976068,-5.3177922,13.08970054,38.7615679,68.1036975,5.8561,/L,10.4365,15.4,1.8886,163.6208,340.677,267.274,9.87509,Aur,69.184413,87.3277287,5.5727029,,,180.073722,0.19545,19.2379062621,0.000354,0.416,0.185,0.423,0.168,-11.39,0.222897,0.455,199.642,0.0002535,2.41,8.75,0.001332,250.1707,7.377616451,10.4383,85.412,10.5302
00000,594913 'Aylo'chaxnim (2020 AV2),59020.020032587796,X05,2020-Jun-20 00:28:50.816,2459020.520032588,16.21,0.15,,,86.680015725,28.976037185,86.993305024,28.981999508,214.181,7.096387,285.279191973,-36.912274257,-238.86,-748.7,-6881.75,19970.866,341.83,13.6762735453,999.0,,16.647,,99.17303,,21072.67,*,,,,,,160.9,0.0,,,83.773037,15.484869,0.572332710723,-6.761468,1.5738326616375,-5.3439724,13.08916712,38.7672503,68.1581808,5.8535,/L,10.4334,15.1,1.8179,163.6269,340.784,267.299,9.87609,Aur,69.184413,87.3576122,5.5730623,,,180.088256,0.221401,19.7378232644,0.000354,0.415,0.185,0.423,0.168,-11.404,0.2230473,0.455,199.725,0.0002536,2.41,8.75,0.001332,250.2167,7.876719877,10.4352,85.4506,10.5317
00000,594913 'Aylo'chaxnim (2020 AV2),59020.04086592114,X05,2020-Jun-20 00:58:50.816,2459020.540865921,16.21,0.15,,,86.714031194,28.977085212,87.027316851,28.982979881,214.347,7.063514,282.826740801,-43.186148862,-211.91,-756.76,-6841.46,19974.286,341.932,14.1776425458,999.0,,16.647,,99.17351,,21063.37,*,,,,,,161.01,0.0,,,83.820668,15.487679,0.572251341817,-6.7634178,1.57376817642893,-5.3754219,13.08863081,38.7729351,68.2099525,5.8509,/L,10.4303,14.9,1.7462,163.633,340.891,267.324,9.87709,Aur,69.184412,87.38752,5.5734225,,,180.1028,0.247373,20.2377379044,0.000354,0.415,0.185,0.422,0.168,-11.419,0.2231976,0.455,199.8085,0.0002536,2.41,8.75,0.001333,250.2627,8.375821422,10.4321,85.4892,10.5332
00000,594913 'Aylo'chaxnim (2020 AV2),59021.999199255086,X05,2020-Jun-21 23:58:50.816,2459022.499199255,16.21,0.15,,,89.920302411,29.035379621,90.234003949,29.035144955,216.3428,-0.22182,288.330204119,-29.660836912,-272.42,-736.68,-2978.84,20166.701,351.979,13.3063294446,999.0,,16.6,,99.20528,,20375.6,*,,,,,,171.57,0.0,,,88.365178,15.708415,0.56450451527,-6.9290653,1.56696509595555,-6.0302285,13.03205132,39.3177996,68.5630106,5.6599,/L,10.2282,9.688,0.4856,164.0689,351.455,269.685,9.96099,Aur,69.184358,90.2055754,5.5988068,,,181.475759,2.693288,19.2306068568,0.000354,0.407,0.2,0.415,0.182,-12.707,0.2373145,0.453,209.2183,0.0002581,2.47,8.98,0.001396,254.6453,7.290729181,10.2291,89.1568,10.6531
00000,594913 'Aylo'chaxnim (2020 AV2),59022.02003258843,X05,2020-Jun-22 00:28:50.816,2459022.520032588,16.21,0.15,,,89.954684038,29.035411072,90.268376797,29.03510877,216.5188,-0.26846,285.776547355,-35.84344037,-243.24,-746.82,-2937.23,20167.504,352.09,13.8076984588,999.0,,16.599,,99.20543,,20370.63,*,,,,,,171.69,0.0,,,88.414247,15.710285,0.564421131863,-6.9306327,1.5668923889503,-6.0557922,13.03144663,39.323704,68.6174679,5.6585,/L,10.2273,9.937,0.5194,164.0717,351.571,269.71,9.96193,Aur,69.184358,90.2357724,5.5988232,,,181.490651,2.719399,19.7305242795,0.000354,0.407,0.2,0.415,0.182,-12.72,0.2374616,0.453,209.3355,0.0002582,2.47,8.98,0.001397,254.6926,7.789806672,10.2281,89.1963,10.654
00000,594913 'Aylo'chaxnim (2020 AV2),59022.04086592177,X05,2020-Jun-22 00:58:50.816,2459022.540865922,16.21,0.15,,,89.989092907,29.035436751,90.302777527,29.035066195,216.685,-0.30576,283.31708403,-42.102950943,-215.87,-755.19,-2895.64,20168.275,352.201,14.3090674729,999.0,,16.599,,99.20557,,20365.71,*,,,,,,171.8,0.0,,,88.463331,15.712145,0.564337729615,-6.9321958,1.56681934193006,-6.0866854,13.03083912,39.3296106,68.6693074,5.6571,/L,10.2264,10.2,0.5559,164.0745,351.687,269.736,9.96288,Aur,69.184357,90.265994,5.5988404,,,181.505553,2.745533,20.2304393446,0.000354,0.407,0.2,0.415,0.182,-12.732,0.2376087,0.453,209.4532,0.0002582,2.47,8.98,0.001397,254.7399,8.288882304,10.2272,89.2358,10.6549
00000,594913 'Aylo'chaxnim (2020 AV2),59023.999199255726,X05,2020-Jun-23 23:58:50.816,2459024.499199256,16.21,0.15,,m,93.229457668,28.995863851,93.543116088,28.989315576,218.4444,-7.86813,288.750334163,-28.549100925,-278.36,-734.8,1081.775,20105.268,2.94,13.4377541654,999.0,,16.559,,99.20131,,20133.03,*,,,,,,183.07,0.0,,,93.146748,15.838942,0.556421329993,-7.0594044,1.55918722286337,-6.7780335,12.96736472,39.8942182,68.9967291,5.5925,/T,10.2548,32.4,7.9877,164.158,2.96,272.136,10.04172,Aur,69.184303,93.1135619,5.591073,,,182.915615,5.205693,19.2233752951,0.000354,0.399,0.214,0.408,0.196,-13.803,0.2513301,0.453,222.0382,0.0002636,2.54,9.24,0.001481,259.2486,7.201546426,10.2547,92.9858,10.7136
00000,594913 'Aylo'chaxnim (2020 AV2),59024.02003258907,X05,2020-Jun-24 00:28:50.816,2459024.520032589,16.21,0.15,,,93.264162384,28.994833509,93.57780686,28.988217364,218.62,-7.9192,286.170910735,-34.717461196,-248.95,-745.28,1124.508,20103.28,3.056,13.9391231609,999.0,,16.558,,99.20103,,20133.28,*,,,,,,183.2,0.0,,,93.197318,15.839763,0.556336380666,-7.0605401,1.5591055212198,-6.8029977,12.96668523,39.9003201,69.0510346,5.5926,/T,10.2566,32.6,8.1039,164.1567,3.082,272.162,10.04262,Aur,69.184303,93.1440695,5.5907279,,,182.930937,5.231944,19.7232937924,0.000354,0.399,0.214,0.408,0.196,-13.813,0.2514721,0.453,222.1886,0.0002637,2.54,9.24,0.001482,259.2973,7.700602704,10.2564,93.0262,10.7139
00000,594913 'Aylo'chaxnim (2020 AV2),59024.040865922405,X05,2020-Jun-24 00:58:50.816,2459024.540865922,16.21,0.15,,,93.298893945,28.993796785,93.612525076,28.987112148,218.7862,-7.9608,283.690545841,-40.965373152,-221.37,-753.94,1167.216,20101.257,3.173,14.4404921558,999.0,,16.558,,99.20076,,20133.58,*,,,,,,183.32,0.0,,,93.247904,15.840572,0.556251417696,-7.061671,1.55902348640314,-6.8333556,12.96600296,39.9064239,69.1028254,5.5927,/T,10.2584,32.9,8.2272,164.1554,3.204,272.188,10.04351,Aur,69.184302,93.1746017,5.5903838,,,182.946269,5.258217,20.2232099375,0.000354,0.399,0.214,0.408,0.196,-13.823,0.2516141,0.453,222.3393,0.0002637,2.54,9.24,0.001483,259.346,8.199657151,10.2582,93.0666,10.7141
00000,594913 'Aylo'chaxnim (2020 AV2),59025.999199256374,X05,2020-Jun-25 23:58:50.816,2459026.499199256,16.21,0.15,,m,96.566366792,28.852786941,96.879471804,28.839902428,220.2747,-15.7658,289.077024898,-27.380015603,-285.37,-733.29,5241.869,19769.893,14.197,13.5691759006,999.0,,16.527,,99.15305,,20423.14,*,,,,,,194.88,0.0,,,98.074316,15.863799,0.548212372034,-7.1460178,1.5505202144076,-7.5643964,12.89528341,40.4882248,69.3983985,5.6731,/T,10.5619,56.9,23.9556,163.8201,14.771,274.62,10.11765,Aur,69.184248,96.0512833,5.5477245,,,184.400511,7.730296,19.2162739847,0.000354,0.393,0.227,0.402,0.21,-14.603,0.264829,0.454,237.9746,0.0002701,2.63,9.55,0.001588,263.9888,7.110544447,10.5608,96.9013,10.7065
00000,594913 'Aylo'chaxnim (2020 AV2),59026.02003258971,X05,2020-Jun-26 00:28:50.816,2459026.52003259,16.21,0.15,,m,96.601316438,28.85065952,96.914401941,28.837707123,220.4496,-15.8211,286.461810284,-33.537245898,-255.89,-744.11,5285.527,19764.985,14.313,14.0705448566,999.0,,16.526,,99.15228,,20429.15,*,,,,,,195.01,0.0,,,98.126425,15.863467,0.548126383192,-7.1466733,1.55042905397964,-7.5887789,12.89452525,40.4944944,69.4524193,5.6748,/T,10.5668,57.1,24.1134,163.8141,14.893,274.646,10.1185,Aur,69.184247,96.0820958,5.5469997,,,184.416341,7.756658,19.7161941977,0.000354,0.393,0.227,0.402,0.21,-14.609,0.2649653,0.454,238.1566,0.0002702,2.63,9.55,0.001589,264.0389,7.609584727,10.5656,96.9426,10.706
00000,594913 'Aylo'chaxnim (2020 AV2),59026.04086592305,X05,2020-Jun-26 00:58:50.816,2459026.540865923,16.21,0.15,,m,96.636292445,28.848525142,96.949359003,28.835504237,220.6155,-15.8667,283.948089258,-39.776561659,-228.31,-753.04,5329.159,19760.039,14.43,14.5719138124,999.0,,16.526,,99.1515,,20435.2,*,,,,,,195.13,0.0,,,98.17855,15.863121,0.548040386486,-7.1473235,1.55033756698382,-7.6186231,12.89376437,40.5007655,69.5040385,5.6764,/T,10.5717,57.3,24.28,163.808,15.016,274.672,10.11934,Aur,69.184247,96.1129331,5.5462759,,,184.432182,7.783043,20.216112065,0.000354,0.393,0.227,0.402,0.21,-14.616,0.2651017,0.454,238.3389,0.0002703,2.63,9.55,0.00159,264.0891,8.108623212,10.5705,96.9839,10.7056
00000,594913 'Aylo'chaxnim (2020 AV2),59027.99919925702,X05,2020-Jun-27 23:58:50.816,2459028.499199257,16.21,0.15,,m,99.92324021,28.603005564,100.235274119,28.583779404,221.8014,-23.8729,289.309196097,-26.156445688,-293.37,-732.19,9481.322,19148.992,25.246,13.7005942709,999.0,,16.504,,99.05167,,21277.44,*,,,,,,206.49,0.0,,,103.150848,15.772906,0.539930885338,-7.184128,1.54091752767166,-8.3923568,12.8154203,41.096679,69.7611108,5.9104,/T,11.179,82.2,45.7077,163.0128,26.378,277.129,10.18919,Aur,69.184191,99.0180973,5.4670178,,,185.938228,10.26422,19.2093625636,0.000354,0.388,0.238,0.398,0.222,-15.036,0.277811,0.456,256.8886,0.0002779,2.72,9.9,0.001714,268.8739,7.018242663,11.1769,100.9053,10.6264
00000,594913 'Aylo'chaxnim (2020 AV2),59028.02003259036,X05,2020-Jun-28 00:28:50.816,2459028.52003259,16.21,0.15,,m,99.958350486,28.599751595,100.270359638,28.58045772,221.9753,-23.932,286.649232504,-32.305852947,-263.96,-743.32,9525.684,19141.052,25.358,14.2019632027,999.0,,16.504,,99.05029,,21289.3,*,,,,,,206.61,0.0,,,103.204519,15.771315,0.539844440889,-7.1842523,1.54081640771619,-8.4161771,12.81457931,41.1030804,69.814706,5.9137,/T,11.1871,82.4,45.8693,163.0018,26.495,277.155,10.18999,Aur,69.184191,99.0492067,5.4658955,,,185.95465,10.290661,19.7092850895,0.000354,0.388,0.238,0.398,0.223,-15.039,0.2779422,0.456,257.1008,0.000278,2.72,9.9,0.001715,268.9255,7.51727256,11.185,100.9475,10.6251
