targetname,mjd_tdb,x,y,z,vx,vy,vz,a,q,Q,e,incl,Omega,w,M,nu,n,P,tp_mjd
594913 'Aylo'chaxnim (2020 AV2),59038.0,-0.3230829443280659,0.3751169160822253,0.1145751159370243,-0.01710361622550113,-0.01839051293167364,-0.004622647584005176,0.576365297609233,0.4682366071333017,0.6844939880851644,0.1876044427456855,15.69870891713644,6.16605214456323,183.3823234458694,317.4506643406565,300.178842055001,2.253972009664465,159.7180437274334,59056.87749070395
163693 Atira (2003 CP20),57255.0,0.4390476037320702,0.1530175126891211,-0.2204537103055444,-0.006437863268754088,0.02677634088003655,-9.024737080770837e-05,0.7534651785347639,0.5058587700855973,1.001071586983931,0.3286235588626376,25.46300395318945,103.9133871149104,253.4736050492775,10.28976359163938,21.31513482137122,1.507996994857515,238.7272661866379,57248.17653574515
(2010 TK7),56757.0,-0.3949515874100206,-0.9046576587404982,0.189299307226249,0.01297345877482713,-0.01026341821793153,-0.004472340144324559,1.001176129604831,0.808479063569891,1.193873195639771,0.1924706955518391,20.89590474321111,96.56772675688507,45.88668183340936,80.14138406087875,102.2398069415879,0.9845312953033696,365.6562282147374,56675.59945494495
3753 Cruithne (1986 TO),56900.0,1.217647848945124,0.3726578022716689,-0.4328143993019467,-0.0079858423256313,0.008947532605231765,0.0004164649622044923,0.9989450525270311,0.4839425296858828,1.513947575368179,0.5155463972100833,19.79382044911202,126.2126085176953,43.73642580241965,249.6704364783836,208.1253573980406,0.9878314636370163,364.4346361215761,57011.68865093216
54509 YORP (2000 PH5),52655.0,0.4610410766074256,1.008772321285728,0.02107631326262628,-0.01496221948246759,0.003402558676564778,-0.0004466181478087324,0.9924426885607561,0.7598183629038197,1.225067014217692,0.2343957271671668,1.834222984169597,281.8352664618278,274.8309825337155,251.4460086030833,228.7578145342143,0.9975555757681738,360.8821490700203,52763.81999362586
2063 Bacchus (1977 HB),57270.0,0.08808118502426183,-1.433258273124781,-0.2073709054355324,0.01143420495519418,0.00137843259642929,-0.0008465330175214111,1.077085302997177,0.700266991798994,1.453903614195361,0.3498500166603524,9.431794875412571,33.13570344183464,55.65271301875759,189.8322149612335,185.0621730623126,0.8823077732414949,408.0208867223309,57462.86669595307
1221 Amor (1932 EA1),57836.0,-0.7341896077028628,1.189781441541109,-0.2233088149113303,-0.009891029764913269,-0.01256820585161265,0.002928176223960209,1.921472812477509,1.080437643089465,2.762507981865554,0.4377033929007977,11.86454319396444,171.1672268467939,27.07614690850266,326.9989870420033,282.8245079103104,0.3702916249153129,972.2067035200522,57925.12168339081
433 Eros (A898 PA),53311.0,0.3782155884393346,1.143514561636573,0.1825907661721222,-0.0163996452394634,0.003011568922970477,-0.002263987446107873,1.457304243584987,1.130712681405043,1.783895805764931,0.2241066432198982,10.80889114870137,304.2627726295272,179.5167312537695,325.8109026145899,307.4250702828055,0.5606217090190952,642.1442377425632,53371.98425522121
3908 Nyx (1980 PA),54128.0,0.1906279038352954,-1.821959150573604,0.01723508819860696,0.01087611931373866,0.007094313338124126,0.0003703228222661714,1.915034627552695,1.039161141473569,2.79090811363182,0.4573669183196138,2.17920157493028,261.658501203874,126.5951879316012,301.5280039753398,247.7292539753323,0.3721605273166824,967.3245107309979,54285.114985961
434 Hungaria (A898 RB),57011.0,1.101445859086425,-1.333504180793507,0.5132128806243229,0.01059552328409293,0.007272585954773631,-0.003358895927608552,1.948824280172501,1.802710512831203,2.094938047513799,0.0749753422244743,22.49418163085135,175.3281168497789,123.4208711230212,7.336672858354685,8.545628010689608,0.3625235570362136,993.0389157139336,56990.762217611074
1876 Napolitania (1970 BA),57572.0,0.4167158686257883,1.863572368836749,0.5949083177650897,-0.01124793937369547,0.002957719161557731,-0.003242721692973321,1.968670428316993,1.873316001747989,2.064024854885998,0.04843595210119681,23.0750759491057,304.3881743089386,242.4899747064111,253.363802115514,248.1436630899917,0.3570555011965359,1008.246613743793,57870.6544039431
2001 Einstein (1973 EB),57624.0,-1.10494355681163,-1.236228303374684,-0.5410560348705293,0.01031215895797095,-0.00827356670487538,-0.003237260283584206,1.917718241613565,1.737835018710109,2.097601464517022,0.09380065277582335,22.72659800913677,357.0336897141058,216.7672214693135,13.7655202217528,16.64869434800994,0.371379610403074,969.3585482769954,57586.93409805978
2 Pallas (A802 FA),49991.0,-2.064956902180406,0.709923664664336,-0.3176308927754233,-0.005712318406192503,-0.009143856534456287,0.00677603018727583,2.784459110050526,2.130760455465392,3.438157764635661,0.2347668357655545,34.76548072211629,173.1240019248135,310.3939799327201,21.57937577135792,34.98385387543262,0.2122677362483994,1695.971353737535,49889.33888016688
6 Hebe (A847 NA),50775.0,-2.304926151762059,-1.583370040793747,0.7137573170575982,0.005812436751771632,-0.007033223760632368,0.0003874794414401025,2.429973858078502,1.939782895827415,2.92016482032959,0.2017268459993661,14.76053293179829,138.8467014144758,238.4977750384196,205.7442772458614,197.5978569999026,0.260371145128884,1382.641689507489,51367.44553645793
6522 Aci (1991 NQ),57745.0,-0.5780009926832931,-1.743547613208043,-0.5089860171242234,0.01209906004845314,-0.005107664130038318,0.003615644490750714,2.363619061344871,1.906026898352696,2.821211224337045,0.1935981015197138,22.15020056595263,294.5570989133915,313.9297443319351,0.6481918820396758,0.9779091168053279,0.2714119902978324,1326.3968169017,57742.61177875195
10297 Lynnejones (1988 RJ13),57643.0,-0.9633541624270723,-2.20583648050066,-0.3020249200600674,0.01042362922354374,-0.003794816434758949,-0.00240413967253415,2.566433122431102,2.400658323776375,2.732207921085829,0.06459346133192588,14.44751912026844,37.26268748633337,243.9879446136922,329.9299803305136,325.9467535263595,0.2398834729752036,1500.728647684756,57768.352610983886
17032 Edlu (1999 FM9),57496.0,2.191907955604701,2.322381345833609,-0.08960093426729257,-0.007475157196743156,0.004815009189730818,0.0003032541020532768,2.786229260209169,2.135073175007458,3.43738534541088,0.2337051349295022,2.329839347530108,90.25608047880498,95.04333484710143,241.5801399187878,221.3324406778288,0.2120654811327283,1697.588867726577,58054.41176719917
